s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,wavelength
-0.0029479397569614854,0.0028736805959111208,0.05349645920257616,-0.6948934100344832,0.053496459198405795,-0.6948934100313312,0.05349645920257616,-0.6948934100344832,0.00030706676201440773,0.0001526416007037446,0.00030706676201440773,0.0001526416007037446,0.053496459198405795,-0.6948934100313312,0.00030706676201440773,0.0001526416007037446,0.00030706676201440773,0.0001526416007037446,0.7314014014014014
-0.0028186359612121913,0.0029527533275634146,0.04312963535110227,-0.6956013143185956,0.04312963534698117,-0.6956013143153883,0.04312963535110227,-0.6956013143185956,0.00030868257388927357,0.00014357006372433035,0.00030868257388927357,0.00014357006372433035,0.04312963534698117,-0.6956013143153883,0.00030868257388927357,0.00014357006372433035,0.00030868257388927357,0.00014357006372433035,0.7315015015015015
-0.0026877640158648407,0.0030265418825089706,0.03275726607741254,-0.6961538768058533,0.03275726607333189,-0.696153876802567,0.03275726607741254,-0.6961538768058533,0.000310054014730235,0.00013452310868276355,0.000310054014730235,0.00013452310868276355,0.03275726607333189,-0.696153876802567,0.000310054014730235,0.00013452310868276355,0.000310054014730235,0.00013452310868276355,0.7316016016016016
-0.002555521843180297,0.0030950429488423776,0.022381701070981436,-0.6965511616885242,0.022381701066960476,-0.6965511616852084,0.022381701070981436,-0.6965511616885242,0.0003111834036630205,0.00012550683204474997,0.0003111834036630205,0.00012550683204474997,0.022381701066960476,-0.6965511616852084,0.0003111834036630205,0.00012550683204474997,0.0003111834036630205,0.00012550683204474997,0.7317017017017017
-0.002422105514811404,0.0031582599838075546,0.012005284950575047,-0.6967932695081961,0.012005284946604213,-0.6967932695048278,0.012005284950575047,-0.6967932695081961,0.00031207320319256125,0.00011652723062616338,0.00031207320319256125,0.00011652723062616338,0.012005284946604213,-0.6967932695048278,0.00031207320319256125,0.00011652723062616338,0.00031207320319256125,0.00011652723062616338,0.7318018018018018
-0.002287709044171299,0.0032162030829463186,0.0016303566716178097,-0.6968803369482947,0.0016303566676816312,-0.6968803369448628,0.0016303566716178097,-0.6968803369482947,0.0003127260156887218,0.00010759019826357199,0.0003127260156887218,0.00010759019826357199,0.0016303566676816312,-0.6968803369448628,0.0003127260156887218,0.00010759019826357199,0.0003127260156887218,0.00010759019826357199,0.7319019019019019
-0.0021525241854524497,0.003268888843478902,-0.008740751058463581,-0.6968125366169234,-0.008740751062187677,-0.6968125366134257,-0.008740751058463581,-0.6968125366169234,0.000313144579727229,9.87015227111826e-05,0.000313144579727229,9.87015227111826e-05,-0.008740751062187677,-0.6968125366134257,0.000313144579727229,9.87015227111826e-05,0.000313144579727229,9.87015227111826e-05,0.7320020020020019
-0.002016740239157702,0.003316340222580059,-0.019105712355794616,-0.6965900768179265,-0.01910571235960959,-0.6965900768144023,-0.019105712355794616,-0.6965900768179265,0.00031333176642303693,8.986688256043602e-05,0.00031333176642303693,8.986688256043602e-05,-0.01910571235960959,-0.6965900768144023,0.00031333176642303693,8.986688256043602e-05,0.00031333176642303693,8.986688256043602e-05,0.7321021021021021
-0.0018805438642311054,0.003358586390956877,-0.02946220872894357,-0.6962132013139712,-0.02946220873270168,-0.6962132013103975,-0.02946220872894357,-0.6962132013139712,0.00031329057567048316,8.109184431957202e-05,0.00031329057567048316,8.109184431957202e-05,-0.02946220873270168,-0.6962132013103975,0.00031329057567048316,8.109184431957202e-05,0.00031329057567048316,8.109184431957202e-05,0.7322022022022022
-0.0017441188971688928,0.003395662581481818,-0.03980792963628396,-0.6956821890779108,-0.03980792964015317,-0.6956821890743413,-0.03980792963628396,-0.6956821890779108,0.00031302413225224736,7.238185975838452e-05,0.00031302413225224736,7.238185975838452e-05,-0.03980792964015317,-0.6956821890743413,0.00031302413225224736,7.238185975838452e-05,0.00031302413225224736,7.238185975838452e-05,0.7323023023023023
